Food_Item,Category,Category_Detail,FDC_ID,Serving_Size,Protein_g_per_100g,Calories_per_100g,Fat_g_per_100g,Carbs_g_per_100g,Fiber_g_per_100g,Sugar_g_per_100g,Vitamin_A_RAE,Vitamin_C_mg,Vitamin_D_µg,Vitamin_B12_µg,Calcium_mg,Iron_mg,Magnesium_mg,Potassium_mg,Zinc_mg,Calories_per_gram_Protein
"Oats, whole grain, rolled, old fashioned",grains,grains,2346396,N/A,13.5,0.0,5.89,68.7,0.0,0,0.0,0.0,0.0,0.0,45.5,4.34,126.0,350.0,2.74,0.0
"Rice, brown, long grain, unenriched, raw",grains,grains,2512380,N/A,7.25,0.0,3.31,76.7,3.02,0,0.0,0.0,0.0,0.0,8.06,1.24,115.0,250.0,1.85,0.0
"Rice, white, long grain, unenriched, raw",grains,grains,2512381,N/A,7.04,0.0,1.03,80.3,0.149,0,0.0,0.0,0.0,0.0,4.46,0.14,26.5,82.3,1.35,0.0
"Sorghum, whole grain, white, dry, raw",grains,grains,2710842,N/A,10.1,0.0,4.22,73.6,8.27,0,0.0,0.0,0.0,0.0,14.9,3.9,136.0,367.0,1.77,0.0
"Pancakes, whole grain, fast food / restaurant",grains,grains,2708302,N/A,7.59,299.0,15.8,31.76,3.1,0,76.0,0.0,1.0,0.38,133.0,3.05,41.0,243.0,1.04,39.39
"Pasta, whole grain, with cream sauce, restaurant",grains,grains,2708903,N/A,3.81,200.0,14.32,15.18,1.9,0,61.0,0.1,0.2,0.03,36.0,0.84,28.0,63.0,0.77,52.49
"Roll, whole grain white, hamburger bun",grains,grains,2707754,N/A,9.3,255.0,3.49,46.5,2.3,0,0.0,0.0,0.0,0.0,233.0,2.59,38.0,190.0,2.05,27.42
"Waffle, whole grain, fast food / restaurant",grains,grains,2708323,N/A,8.64,421.0,26.94,36.15,3.5,0,87.0,0.0,1.1,0.44,151.0,3.49,46.0,277.0,1.18,48.73
"Sorghum grain, white, pearled, unenriched, dry, raw",grains,grains,2710841,N/A,10.2,0.0,3.26,74.9,3.92,0,0.0,0.0,0.0,0.0,7.45,2.04,109.0,274.0,1.28,0.0
"Crackers, whole grain, sandwich, peanut butter filled",grains,grains,2708175,N/A,14.12,465.0,21.18,54.59,9.4,0,0.0,0.0,0.0,0.0,33.0,3.07,107.0,330.0,2.05,32.93
"Pasta, whole grain, with cream sauce and poultry, restaurant",grains,grains,2708915,N/A,5.92,202.0,13.7,15.03,1.9,0,51.0,0.1,0.2,0.11,32.0,0.93,30.0,85.0,0.94,34.12
"Pasta, whole grain, with cream sauce and seafood, restaurant",grains,grains,2708921,N/A,5.5,197.0,13.2,15.28,1.9,0,56.0,0.2,0.2,0.83,39.0,1.04,30.0,90.0,0.86,35.82
"Pasta, whole grain, with cream sauce, home recipe",grains,grains,2708904,N/A,4.13,150.0,8.11,16.44,2.0,0,66.0,0.1,0.3,0.03,38.0,0.9,30.0,69.0,0.84,36.32
"Pasta, whole grain, with cream sauce, ready-to-heat",grains,grains,2708905,N/A,4.04,163.0,9.74,16.09,2.0,0,64.0,0.1,0.2,0.03,38.0,0.89,29.0,67.0,0.82,40.35
"Pasta, whole grain, with tomato-based sauce, restaurant",grains,grains,2708879,N/A,3.51,156.0,8.34,18.03,2.7,0,14.0,0.9,0.0,0.0,19.0,1.18,34.0,188.0,0.73,44.44
"Roll, whole grain white, hot dog bun",grains,grains,2707753,N/A,9.3,255.0,3.49,46.5,2.3,0,0.0,0.0,0.0,0.0,233.0,2.59,38.0,190.0,2.05,27.42
Cereal or granola bar (Kellogg's Nutri-Grain Cereal Bar),grains,grains,2708083,N/A,4.22,365.0,8.67,67.61,3.0,0,604.0,7.8,0.0,0.0,576.0,6.14,37.0,247.0,5.24,86.49
Cereal or granola bar (Kellogg's Nutri-Grain Yogurt Bar),grains,grains,2708084,N/A,4.22,365.0,8.67,67.61,3.0,0,604.0,7.8,0.0,0.0,576.0,6.14,37.0,247.0,5.24,86.49
"Pasta, whole grain, with cream sauce and poultry, home recipe",grains,grains,2708916,N/A,6.42,152.0,7.44,16.28,2.0,0,55.0,0.1,0.2,0.12,34.0,0.99,32.0,92.0,1.02,23.68
"Pasta, whole grain, with cream sauce and poultry, ready-to-heat",grains,grains,2708917,N/A,6.28,165.0,9.09,15.93,2.0,0,54.0,0.1,0.2,0.12,34.0,0.97,31.0,90.0,1.0,26.27
"Pasta, whole grain, with cream sauce and seafood, home recipe",grains,grains,2708922,N/A,5.95,147.0,6.89,16.55,2.0,0,60.0,0.3,0.2,0.9,42.0,1.12,33.0,97.0,0.94,24.71
"Pasta, whole grain, with cream sauce and seafood, ready-to-heat",grains,grains,2708923,N/A,5.82,160.0,8.55,16.19,2.0,0,59.0,0.2,0.2,0.88,41.0,1.1,32.0,95.0,0.92,27.49
"Pasta, whole grain, with tomato-based sauce and poultry, restaurant",grains,grains,2708891,N/A,5.68,167.0,8.85,17.36,2.5,0,13.0,0.7,0.0,0.09,18.0,1.2,35.0,186.0,0.91,29.4
"Pasta, whole grain, with tomato-based sauce and seafood, restaurant",grains,grains,2708897,N/A,5.26,162.0,8.34,17.61,2.5,0,18.0,0.9,0.0,0.81,25.0,1.32,35.0,191.0,0.83,30.8
"Pasta, whole grain, with tomato-based sauce, home recipe",grains,grains,2708880,N/A,3.78,102.0,1.6,19.47,2.9,0,15.0,1.0,0.0,0.0,20.0,1.27,37.0,203.0,0.79,26.98
"Pasta, whole grain, with tomato-based sauce, ready-to-heat",grains,grains,2708881,N/A,3.7,116.0,3.38,19.05,2.8,0,15.0,0.9,0.0,0.0,19.0,1.24,36.0,199.0,0.77,31.35
"Pasta, whole grain, with tomato-based sauce and poultry, home recipe",grains,grains,2708892,N/A,6.14,113.0,2.15,18.74,2.7,0,14.0,0.8,0.0,0.1,19.0,1.29,37.0,201.0,0.98,18.4
"Pasta, whole grain, with tomato-based sauce and poultry, ready-to-heat",grains,grains,2708893,N/A,6.0,127.0,3.91,18.33,2.7,0,14.0,0.8,0.0,0.1,19.0,1.26,37.0,197.0,0.96,21.17
"Pasta, whole grain, with tomato-based sauce and seafood, home recipe",grains,grains,2708898,N/A,5.67,108.0,1.6,19.01,2.7,0,19.0,1.0,0.0,0.87,27.0,1.41,38.0,207.0,0.9,19.05
"Pasta, whole grain, with tomato-based sauce and seafood, ready-to-heat",grains,grains,2708899,N/A,5.55,122.0,3.38,18.59,2.7,0,19.0,0.9,0.0,0.86,26.0,1.39,37.0,202.0,0.88,21.98
"Muffin, English, whole wheat",grains,grains,2707741,N/A,8.7,223.0,2.0,44.8,4.6,0,0.0,0.0,0.0,0.0,178.0,2.87,37.0,186.0,1.07,25.63
"Muffin, English, whole wheat, with raisins",grains,grains,2707743,N/A,8.21,230.0,1.84,47.94,4.6,0,0.0,0.2,0.0,0.0,167.0,2.77,37.0,230.0,1.0,28.01
"Roll, whole wheat, hamburger bun",grains,grains,2707751,N/A,12.38,269.0,4.38,44.93,6.1,0,33.0,1.3,0.0,0.19,198.0,2.42,81.0,242.0,1.71,21.73
"Bread, pita, whole wheat",grains,grains,2707730,N/A,9.8,262.0,1.71,55.89,6.1,0,0.0,0.0,0.0,0.0,15.0,3.06,69.0,170.0,1.52,26.73
"Breadsticks, hard, whole wheat",grains,grains,2707745,N/A,15.08,425.0,10.98,67.9,7.1,0,0.0,0.0,0.0,0.0,32.0,4.63,104.0,267.0,2.54,28.18
"Stew, chicken, with pasta",grains,grains,2706677,N/A,10.24,108.0,2.49,10.81,1.1,0,68.0,3.5,0.0,0.09,10.0,0.67,18.0,182.0,0.63,10.55
"Horchata, made with water",grains,grains,2710602,N/A,1.09,88.0,0.13,20.45,0.5,0,0.0,0.0,0.0,0.0,13.0,0.7,5.0,20.0,0.18,80.73
"Bagel, whole wheat",grains,grains,2707733,N/A,10.2,250.0,1.53,48.89,4.1,0,0.0,0.0,0.0,0.0,105.0,2.76,51.0,165.0,1.1,24.51
"Bagel, whole wheat, with raisins",grains,grains,2707735,N/A,9.51,255.0,1.4,51.93,4.1,0,0.0,0.2,0.0,0.0,100.0,2.66,50.0,215.0,1.03,26.81
"Biscuit, wheat",grains,grains,2707805,N/A,7.5,362.0,18.19,43.9,4.5,0,17.0,0.0,0.0,0.0,70.0,3.15,45.0,184.0,0.84,48.27
"Bread, French or Vienna, whole wheat",grains,grains,2707728,N/A,8.33,239.0,1.04,49.1,4.2,0,0.0,0.0,0.0,0.0,42.0,0.75,52.0,163.0,1.16,28.69
"Bread, French or Vienna, whole wheat, toasted",grains,grains,2707729,N/A,9.15,263.0,1.14,53.96,4.6,0,0.0,0.0,0.0,0.0,46.0,0.82,57.0,179.0,1.27,28.74
"Bread, whole wheat, made from home recipe or purchased at bakery",grains,grains,2707711,N/A,10.38,267.0,4.26,46.96,6.8,0,21.0,0.0,0.2,0.06,51.0,2.38,86.0,273.0,2.16,25.72
"Bread, whole wheat, made from home recipe or purchased at bakery, toasted",grains,grains,2707712,N/A,11.4,293.0,4.68,51.61,7.4,0,22.0,0.0,0.3,0.07,56.0,2.61,95.0,300.0,2.37,25.7
"Bread, whole wheat, with raisins",grains,grains,2707716,N/A,8.63,290.0,4.14,56.35,6.5,0,23.0,0.3,0.2,0.05,59.0,2.22,73.0,322.0,1.75,33.6
"Bread, whole wheat, with raisins, toasted",grains,grains,2707717,N/A,9.48,319.0,4.55,61.92,7.2,0,24.0,0.3,0.2,0.06,65.0,2.44,80.0,354.0,1.93,33.65
"Pretzels, hard, multigrain",grains,grains,2708253,N/A,10.15,381.0,2.96,80.08,4.2,0,0.0,2.1,0.0,0.0,28.0,4.7,40.0,242.0,1.16,37.54
"Roll, whole wheat, hot dog bun",grains,grains,2707750,N/A,12.38,269.0,4.38,44.93,6.1,0,33.0,1.3,0.0,0.19,198.0,2.42,81.0,242.0,1.71,21.73
"Bread, whole wheat",grains,grains,2707709,N/A,12.3,254.0,3.55,43.1,6.0,0,0.0,0.0,0.0,0.0,163.0,2.56,77.0,250.0,1.76,20.65
"Bread, whole wheat, toasted",grains,grains,2707710,N/A,13.52,279.0,3.9,47.36,6.6,0,0.0,0.0,0.0,0.0,179.0,2.81,85.0,275.0,1.93,20.64
"Cheese sandwich, American cheese, on wheat bread",grains,grains,2705796,N/A,13.62,295.0,13.52,29.67,3.2,0,108.0,0.1,2.7,0.61,532.0,2.16,45.0,196.0,1.77,21.66
"Chicken fillet sandwich, grilled, on white bun",grains,grains,2707012,N/A,21.82,216.0,4.84,19.69,0.7,0,5.0,0.5,0.0,0.19,61.0,1.62,26.0,262.0,0.83,9.9
"Chili hot dog sandwich, on wheat bread",grains,grains,2707081,N/A,10.29,215.0,12.79,14.7,2.4,0,6.0,2.6,0.3,0.52,46.0,1.84,26.0,277.0,1.74,20.89
"Chili hot dog sandwich, on wheat bun",grains,grains,2707079,N/A,10.39,219.0,11.99,17.48,2.7,0,5.0,2.4,0.3,0.47,57.0,1.95,29.0,269.0,1.71,21.08
"Grilled cheese sandwich, American cheese, on wheat bread",grains,grains,2705803,N/A,12.05,341.0,20.98,26.13,2.8,0,189.0,0.1,2.6,0.51,470.0,1.9,40.0,176.0,1.56,28.3
"Hot dog sandwich, beef, on wheat bread",grains,grains,2707063,N/A,11.6,294.0,19.72,17.56,1.9,0,2.0,0.0,0.6,0.54,66.0,1.83,27.0,279.0,1.82,25.34
"Hot dog sandwich, beef, on wheat bun",grains,grains,2707061,N/A,11.57,290.0,17.4,21.65,2.4,0,1.0,0.1,0.5,0.46,80.0,2.03,31.0,265.0,1.75,25.06
"Hot dog sandwich, NFS, on wheat bread",grains,grains,2707059,N/A,11.6,294.0,19.72,17.56,1.9,0,2.0,0.0,0.6,0.54,66.0,1.83,27.0,279.0,1.82,25.34
"Hot dog sandwich, NFS, on wheat bun",grains,grains,2707057,N/A,11.57,290.0,17.4,21.65,2.4,0,1.0,0.1,0.5,0.46,80.0,2.03,31.0,265.0,1.75,25.06
"Peanut butter sandwich, with reduced fat peanut butter, on wheat bread",grains,grains,2707553,N/A,16.44,353.0,14.42,42.02,5.3,0,0.0,0.1,0.0,0.0,117.0,2.72,96.0,356.0,1.86,21.47
"Crackers, woven wheat",grains,grains,2708180,N/A,8.94,441.0,15.26,70.14,8.6,0,0.0,0.0,0.0,0.0,64.0,2.99,91.0,314.0,2.13,49.33
"Hot dog sandwich, turkey, on wheat bread",grains,grains,2707071,N/A,11.94,237.0,12.7,18.16,1.9,0,0.0,0.0,0.4,0.46,153.0,2.05,28.0,309.0,1.67,19.85
"Hot dog sandwich, turkey, on wheat bun",grains,grains,2707069,N/A,11.86,241.0,11.42,22.17,2.4,0,0.0,0.1,0.3,0.39,154.0,2.21,32.0,291.0,1.63,20.32
"Roll, whole wheat",grains,grains,2707749,N/A,8.6,273.0,6.3,46.0,3.8,0,0.0,0.0,0.0,0.0,176.0,3.55,36.0,115.0,0.9,31.74
"Pasta, cooked",grains,grains,2708357,N/A,5.76,157.0,0.92,30.68,1.8,0,0.0,0.0,0.0,0.0,7.0,1.27,18.0,44.0,0.51,27.26
"Almond butter sandwich, on wheat bread",grains,grains,2707563,N/A,14.62,395.0,20.93,36.97,6.9,0,0.0,0.1,0.0,0.0,197.0,3.48,130.0,381.0,1.98,27.02
"Chicken fillet sandwich, fried, on white bun",grains,grains,2707008,N/A,12.45,269.0,11.67,28.11,1.7,0,4.0,0.8,0.1,0.18,79.0,1.82,26.0,214.0,0.64,21.61
"Chicken fillet sandwich, grilled, on white bun, with cheese",grains,grains,2707013,N/A,21.64,235.0,7.92,17.78,0.6,0,40.0,0.4,0.5,0.36,170.0,1.46,26.0,247.0,1.12,10.86
"Pretzels, soft, multigrain",grains,grains,2708286,N/A,8.49,337.0,3.13,70.26,3.6,0,0.0,0.0,0.0,0.0,26.0,4.21,49.0,139.0,1.23,39.69
"Cheeseburger, on white bun, 1 large patty",grains,grains,2706903,N/A,18.74,299.0,17.61,15.26,0.5,0,41.0,0.4,0.7,1.76,187.0,2.4,22.0,228.0,3.37,15.96
"Chicken fillet sandwich, grilled, on wheat bun",grains,grains,2707014,N/A,22.46,210.0,4.87,17.84,2.1,0,5.0,0.0,0.0,0.11,67.0,1.51,39.0,288.0,1.08,9.35
Chicken or turkey and rice with cream sauce,grains,grains,2706539,N/A,8.13,136.0,5.86,12.78,0.5,0,59.0,1.2,0.5,0.22,48.0,0.83,15.0,147.0,0.7,16.73
"Double cheeseburger, on white bun, 2 large patties",grains,grains,2706910,N/A,20.24,299.0,19.36,9.66,0.3,0,34.0,0.2,0.6,2.06,147.0,2.34,21.0,252.0,3.86,14.77
"Double hamburger, on white bun, 2 large patties",grains,grains,2706940,N/A,20.22,290.0,18.05,10.33,0.4,0,0.0,0.3,0.2,2.13,39.0,2.62,20.0,266.0,3.97,14.34
"Hamburger, on white bun, 1 large patty",grains,grains,2706934,N/A,18.43,289.0,15.63,17.12,0.6,0,0.0,0.4,0.1,1.8,57.0,2.76,20.0,241.0,3.42,15.68
Nutella sandwich on wheat bread,grains,grains,2707567,N/A,9.32,359.0,12.93,51.31,5.4,0,0.0,0.1,0.0,0.09,143.0,3.58,59.0,265.0,1.25,38.52
"Cereal, multigrain",grains,grains,2708465,N/A,11.64,373.0,3.59,73.96,14.6,0,1.0,0.0,0.0,0.0,28.0,10.96,52.0,158.0,1.58,32.04
"Chicken fillet sandwich, fried, on white bun; with cheese",grains,grains,2707009,N/A,13.46,280.0,13.82,25.16,1.5,0,38.0,0.7,0.5,0.36,184.0,1.64,26.0,206.0,0.96,20.8
"Crackers, saltine, multigrain",grains,grains,2708169,N/A,7.14,398.0,10.71,68.25,6.7,0,0.0,0.0,0.0,0.0,0.0,5.14,70.0,221.0,1.46,55.74
"Double cheeseburger, on white bun, 2 medium patties",grains,grains,2706907,N/A,19.64,300.0,18.84,11.79,0.4,0,41.0,0.3,0.7,1.93,177.0,2.33,21.0,240.0,3.65,15.27
"Double cheeseburger, on white bun, 2 small patties",grains,grains,2706905,N/A,19.31,296.0,17.86,13.31,0.5,0,28.0,0.3,0.5,1.9,137.0,2.47,21.0,241.0,3.59,15.33
"Double hamburger, on white bun, 2 medium patties",grains,grains,2706938,N/A,19.51,290.0,17.09,13.02,0.5,0,0.0,0.3,0.1,2.0,46.0,2.67,20.0,256.0,3.75,14.86
"Double hamburger, on white bun, 2 small patties",grains,grains,2706936,N/A,19.18,289.0,16.65,14.26,0.5,0,0.0,0.4,0.1,1.94,49.0,2.7,20.0,252.0,3.65,15.07
"Hot dog sandwich, reduced fat, on wheat bread",grains,grains,2707075,N/A,12.94,233.0,11.63,19.0,1.9,0,0.0,0.1,0.3,0.58,66.0,1.85,26.0,198.0,1.81,18.01
"Hot dog sandwich, reduced fat, on wheat bun",grains,grains,2707073,N/A,12.71,237.0,10.5,22.89,2.4,0,0.0,0.1,0.3,0.49,80.0,2.04,31.0,197.0,1.74,18.65
"Peanut butter sandwich, with regular peanut butter, on wheat bread",grains,grains,2707551,N/A,15.16,380.0,20.46,37.38,5.3,0,0.0,0.1,0.0,0.0,122.0,2.66,95.0,317.0,1.76,25.07
"Rice, white and wild, cooked, no added fat",grains,grains,2708426,N/A,1.82,79.0,0.16,17.22,0.5,0,0.0,0.0,0.0,0.0,9.0,0.81,12.0,34.0,0.42,43.41
"Rice, white and wild, cooked, NS as to fat",grains,grains,2708429,N/A,2.17,112.0,2.14,20.62,0.5,0,20.0,0.0,0.1,0.0,11.0,0.98,14.0,41.0,0.5,51.61
"Crackers, woven wheat, reduced sodium",grains,grains,2708145,N/A,8.8,443.0,17.2,68.6,10.5,0,0.0,0.0,0.0,0.0,50.0,3.08,99.0,297.0,2.15,50.34
"Cheese sandwich, cheddar cheese, on wheat bread",grains,grains,2705798,N/A,16.3,323.0,16.34,27.72,3.2,0,130.0,0.1,0.2,0.44,386.0,1.92,44.0,143.0,2.31,19.82
"Chicken fillet sandwich, fried, on wheat bun",grains,grains,2707010,N/A,13.08,263.0,11.7,26.3,3.1,0,4.0,0.3,0.1,0.11,85.0,1.71,39.0,240.0,0.88,20.11
"Chicken fillet sandwich, grilled, on wheat bun, with cheese",grains,grains,2707015,N/A,22.19,230.0,7.94,16.17,1.8,0,40.0,0.0,0.5,0.29,176.0,1.37,38.0,270.0,1.34,10.37
Chicken salad sandwich on wheat,grains,grains,2706991,N/A,13.08,245.0,13.83,17.06,2.1,0,11.0,0.5,0.0,0.14,67.0,1.36,29.0,201.0,1.04,18.73
"Chips, rice",grains,grains,2708161,N/A,8.2,384.0,2.8,81.5,4.2,0,0.0,0.0,0.0,0.0,11.0,1.49,131.0,290.0,3.0,46.83
"Crackers, woven wheat, flavored (Triscuit)",grains,grains,2708182,N/A,8.94,441.0,15.26,70.14,8.6,0,0.0,0.0,0.0,0.0,64.0,2.99,91.0,314.0,2.13,49.33
"Fish sandwich, fried, on wheat bun",grains,grains,2707029,N/A,15.16,229.0,8.19,23.77,2.4,0,10.0,0.0,0.3,0.98,80.0,1.78,38.0,257.0,0.82,15.11
"Grilled cheese sandwich, cheddar cheese, on wheat bread",grains,grains,2705805,N/A,14.4,366.0,23.46,24.42,2.8,0,209.0,0.1,0.4,0.37,342.0,1.69,39.0,128.0,2.04,25.42
Tuna salad sandwich on wheat,grains,grains,2707036,N/A,10.52,217.0,11.89,17.07,2.1,0,14.0,0.5,0.4,0.9,68.0,1.68,29.0,166.0,0.72,20.63
"Cheeseburger, on wheat bun, 1 large patty",grains,grains,2706904,N/A,19.21,295.0,17.62,13.9,1.6,0,41.0,0.0,0.7,1.7,192.0,2.32,31.0,247.0,3.55,15.36
"Chicken fillet sandwich, fried, on wheat bun, with cheese",grains,grains,2707011,N/A,14.01,275.0,13.84,23.58,2.7,0,38.0,0.3,0.5,0.29,190.0,1.55,38.0,228.0,1.17,19.63
"Crackers, woven wheat, plain (Triscuit)",grains,grains,2708181,N/A,8.94,441.0,15.26,70.14,8.6,0,0.0,0.0,0.0,0.0,64.0,2.99,91.0,314.0,2.13,49.33
"Double cheeseburger, on wheat bun, 2 large patties",grains,grains,2706911,N/A,20.53,296.0,19.37,8.81,1.0,0,34.0,0.0,0.6,2.02,150.0,2.29,27.0,264.0,3.97,14.42
"Double cheeseburger, on wheat bun, 2 medium patties",grains,grains,2706908,N/A,20.0,297.0,18.85,10.76,1.2,0,41.0,0.0,0.7,1.88,181.0,2.27,29.0,255.0,3.79,14.85
"Double cheeseburger, on wheat bun, 2 small patties",grains,grains,2706906,N/A,19.72,292.0,17.88,12.11,1.4,0,28.0,0.0,0.5,1.85,141.0,2.4,30.0,258.0,3.75,14.81
"Double hamburger, on wheat bun, 2 large patties",grains,grains,2706941,N/A,20.56,287.0,18.06,9.36,1.1,0,0.0,0.0,0.2,2.09,42.0,2.56,27.0,280.0,4.1,13.96
"Double hamburger, on wheat bun, 2 medium patties",grains,grains,2706939,N/A,19.93,286.0,17.11,11.8,1.4,0,0.0,0.0,0.1,1.95,50.0,2.6,29.0,274.0,3.92,14.35
"Double hamburger, on wheat bun, 2 small patties",grains,grains,2706937,N/A,19.65,285.0,16.66,12.93,1.5,0,0.0,0.0,0.1,1.89,54.0,2.62,30.0,271.0,3.83,14.5
"Fish sandwich, fried, on wheat bun, with cheese",grains,grains,2707030,N/A,15.88,247.0,10.98,21.18,2.1,0,45.0,0.0,0.8,1.06,193.0,1.59,37.0,243.0,1.13,15.55
"Hamburger, on wheat bun, 1 large patty",grains,grains,2706935,N/A,18.99,283.0,15.66,15.52,1.8,0,0.0,0.0,0.1,1.74,63.0,2.66,32.0,264.0,3.63,14.9
"Peanut butter and jelly sandwich, with regular peanut butter, regular jelly, on wheat bread",grains,grains,2707556,N/A,12.48,360.0,16.81,43.2,4.5,0,0.0,0.2,0.0,0.0,102.0,2.22,79.0,270.0,1.45,28.85
"Tuna salad sandwich on wheat, with cheese",grains,grains,2707037,N/A,11.55,232.0,13.62,15.81,1.9,0,40.0,0.5,0.8,0.95,155.0,1.55,29.0,165.0,0.96,20.09
"Cheese sandwich, reduced fat cheese, on wheat bread",grains,grains,2705800,N/A,13.95,254.0,8.14,31.08,3.2,0,103.0,0.1,2.2,0.46,313.0,1.94,47.0,247.0,1.77,18.21
"Grilled cheese sandwich, reduced fat cheese, on wheat bread",grains,grains,2705807,N/A,12.34,305.0,16.25,27.38,2.8,0,185.0,0.1,2.1,0.38,277.0,1.71,41.0,220.0,1.56,24.72
"Rice, white and wild, cooked, fat added",grains,grains,2708428,N/A,2.17,112.0,2.14,20.62,0.5,0,20.0,0.0,0.1,0.0,11.0,0.98,14.0,41.0,0.5,51.61
"Crackers, multigrain",grains,grains,2708170,N/A,7.1,482.0,20.4,67.6,3.5,0,0.0,0.0,0.0,0.0,14.0,2.59,29.0,171.0,0.98,67.89
Rice cake,grains,grains,2708162,N/A,7.1,392.0,4.3,81.1,4.2,0,0.0,0.0,0.0,0.0,11.0,1.49,131.0,428.0,3.0,55.21
"Crackers, woven wheat, reduced fat",grains,grains,2708183,N/A,11.34,416.0,7.59,75.52,10.9,0,0.0,0.0,0.0,0.0,39.0,3.56,120.0,373.0,2.99,36.68
"Crackers, flatbread",grains,grains,2708157,N/A,9.85,412.0,8.25,75.23,10.2,0,0.0,0.0,0.0,0.0,24.0,3.51,58.0,224.0,1.68,41.83
Atole,grains,grains,2710607,N/A,1.69,86.0,1.54,16.28,0.2,0,14.0,0.0,0.5,0.22,59.0,0.17,9.0,74.0,0.25,50.89
Atole de avena,grains,grains,2710605,N/A,1.74,83.0,1.58,15.46,0.2,0,14.0,0.0,0.5,0.22,56.0,0.1,9.0,74.0,0.28,47.7
Atole de chocolate,grains,grains,2710608,N/A,1.8,103.0,1.78,20.3,0.6,0,13.0,0.4,0.6,0.12,59.0,0.3,10.0,89.0,0.26,57.22
"Bulgur, dry, raw",grains,grains,2710820,N/A,11.8,0.0,2.42,75.9,11.7,0,0.0,0.0,0.0,0.0,34.1,2.62,119.0,358.0,2.15,0.0
"Chia seeds, dry, raw",grains,grains,2710819,N/A,17.0,0.0,32.9,38.3,0.0,0,0.0,0.0,0.0,0.0,595.0,6.04,326.0,642.0,5.56,0.0
Corn beverage,grains,grains,2710504,N/A,0.84,44.0,0.21,9.4,0.5,0,1.0,0.0,0.0,0.0,3.0,0.49,5.0,16.0,0.09,52.38
"Corn flour, masa harina, white or yellow, dry, raw",grains,grains,2710835,N/A,7.56,0.0,4.34,76.7,7.04,0,0.0,0.0,0.0,0.0,112.0,1.7,93.3,277.0,1.62,0.0
"Farro, pearled, dry, raw",grains,grains,2710828,N/A,12.6,0.0,3.1,72.1,7.31,0,0.0,0.0,0.0,0.0,25.9,3.2,119.0,385.0,3.97,0.0
"Flour, 00",grains,grains,2003586,N/A,11.4,0.0,1.52,74.4,2.66,0,0.0,0.0,0.0,0.0,18.7,0.986,25.8,136.0,0.791,0.0
"Flour, amaranth",grains,grains,2512371,N/A,13.2,0.0,6.24,68.8,7.21,0,0.0,0.0,0.0,0.0,135.0,7.56,233.0,396.0,3.0,0.0
"Flour, barley",grains,grains,2512376,N/A,8.72,0.0,2.45,77.4,12.8,0,0.0,0.0,0.0,0.0,35.6,3.3,88.0,367.0,2.14,0.0
"Flour, bread, white, enriched, unbleached",grains,grains,790146,N/A,14.3,1520.0,1.65,72.8,0.0,0,0.0,0.0,0.0,0.0,19.0,5.55,35.9,127.0,1.06,106.29
"Flour, buckwheat",grains,grains,2512374,N/A,8.88,0.0,2.48,75.0,10.4,0,0.0,0.0,0.0,0.0,30.6,3.84,167.0,378.0,1.76,0.0
"Flour, corn, yellow, fine meal, enriched",grains,grains,790276,N/A,6.2,1520.0,1.74,80.8,4.3,0,0.0,0.0,0.0,0.0,0.0,4.44,30.1,144.0,0.62,245.16
"Flour, pastry, unenriched, unbleached",grains,grains,1104913,N/A,8.75,1500.0,1.64,77.2,0.0,0,0.0,0.0,0.0,0.0,17.0,0.87,22.4,142.0,0.74,171.43
"Flour, quinoa",grains,grains,2512372,N/A,11.9,0.0,6.6,69.5,6.3,0,0.0,0.0,0.0,0.0,37.6,4.53,164.0,551.0,2.77,0.0
"Flour, rice, brown",grains,grains,1104812,N/A,7.19,365.0,3.85,75.5,0.0,0,0.0,0.0,0.0,0.0,10.0,1.5,124.0,265.0,1.91,50.76
"Flour, rice, glutinous",grains,grains,1104867,N/A,6.69,1500.0,1.16,80.1,0.0,0,0.0,0.0,0.0,0.0,10.0,0.34,21.2,80.0,1.34,224.22
"Flour, rice, white, unenriched",grains,grains,790214,N/A,6.94,359.0,1.3,79.8,0.5,0,0.0,0.0,0.0,0.0,6.0,0.22,22.9,75.0,1.19,51.73
"Flour, rye",grains,grains,2512375,N/A,8.4,0.0,1.91,77.2,13.7,0,0.0,0.0,0.0,0.0,32.2,2.54,95.4,434.0,2.33,0.0
"Flour, semolina, coarse and semi-coarse",grains,grains,2003588,N/A,11.7,0.0,1.6,73.8,3.22,0,0.0,0.0,0.0,0.0,17.2,1.55,35.2,174.0,0.947,0.0
"Flour, semolina, fine",grains,grains,2003589,N/A,13.3,0.0,1.84,72.0,3.68,0,0.0,0.0,0.0,0.0,19.8,2.43,46.3,208.0,1.24,0.0
"Flour, sorghum",grains,grains,2512373,N/A,8.27,0.0,3.59,77.4,6.02,0,0.0,0.0,0.0,0.0,11.4,3.72,116.0,335.0,1.66,0.0
"Flour, wheat, all-purpose, enriched, bleached",grains,grains,789890,N/A,10.9,366.0,1.48,77.3,0.0,0,0.0,0.0,0.0,0.0,19.0,5.62,26.7,136.0,0.72,33.58
"Flour, wheat, all-purpose, enriched, unbleached",grains,grains,789951,N/A,13.1,358.0,1.48,73.2,0.0,0,0.0,0.0,0.0,0.0,21.0,5.41,33.3,135.0,0.9,27.33
